iter	Logloss
168	0.4000749025
169	0.3993678463
170	0.3985450142
171	0.3978918842
172	0.3973542238
173	0.3968979675
174	0.3961578853
175	0.3955822441
176	0.3948480147
177	0.3940593067
178	0.3934700239
179	0.3928582812
180	0.3919842484
181	0.3916157441
182	0.3911798054
183	0.390797426
184	0.390295814
185	0.3897584292
186	0.3888617697
187	0.3880701935
188	0.3874664841
189	0.3867476376
190	0.3862271945
191	0.3858050802
192	0.3852802913
193	0.3846233205
194	0.3842356322
195	0.3837851386
196	0.383185915
197	0.3826428655
198	0.3819924814
199	0.3815235712
200	0.3810906994
201	0.380726085
202	0.3801096361
203	0.3795312587
204	0.3790889766
205	0.3786939684
206	0.3780466455
207	0.3771271099
208	0.3764873781
209	0.3759525836
210	0.3756412773
211	0.375224142
212	0.374697092
213	0.374393047
214	0.3740922975
215	0.3733689584
216	0.3728387246
217	0.3724461328
218	0.3720571337
219	0.3717130511
220	0.3712171385
221	0.370956634
222	0.3704013503
223	0.3699877955
224	0.3697404795
225	0.3693556162
226	0.3688713291
227	0.3685052813
228	0.3679468373
229	0.3674201425
230	0.3669702061
231	0.3666299558
232	0.3662988375
233	0.3658459419
234	0.3654067153
235	0.3649835548
236	0.3648255964
237	0.3645500581
238	0.3642376811
239	0.3636549693
240	0.3630636015
241	0.3625230838
242	0.361998885
243	0.361639699
244	0.3611539736
245	0.3606949879
246	0.3602303834
247	0.3598116872
248	0.3593194613
249	0.3588460979
250	0.358393649
251	0.3580737487
252	0.3578154496
253	0.3573193087
254	0.3569456383
255	0.3564651457
256	0.3559710331
257	0.3554623529
258	0.3551497185
259	0.3544835007
260	0.3540194425
261	0.3536904558
262	0.3534621387
263	0.3529941831
264	0.3527068904
265	0.3521738438
266	0.35175675
267	0.3512773257
268	0.3509634517
269	0.3506717628
270	0.350393273
271	0.3500471217
272	0.3498356904
273	0.3494487464
274	0.3491262487
275	0.348631389
276	0.3482923459
277	0.3479769747
278	0.3475795044
279	0.3470669359
280	0.3466642008
281	0.3461471944
282	0.3458042226
283	0.3456592745
284	0.3452432308
285	0.3448198059
286	0.344557841
287	0.3440707566
288	0.343899694
289	0.3434741142
290	0.3431415404
291	0.3429124809
292	0.3425258548
293	0.3420875253
294	0.3416976352
295	0.3413510898
296	0.3410514546
297	0.3407347991
298	0.3403704556
299	0.3399168568
300	0.3393969729
301	0.3391501187
302	0.3387063937
303	0.3384445578
304	0.3381039116
305	0.3376073474
306	0.3373018488
307	0.3370592334
308	0.3367265102
309	0.3363532454
310	0.3357956432
311	0.3355324092
312	0.3353159114
313	0.3348736584
314	0.3345045226
315	0.3341731401
316	0.3339462375
317	0.3335651001
318	0.3331673983
319	0.3329983247
320	0.3327682742
321	0.3325605079
322	0.3321974014
323	0.3319282586
324	0.3314753524
325	0.3310245435
326	0.3305683064
327	0.3303865081
328	0.330218865
329	0.3298960175
330	0.3297514189
331	0.3294613684
332	0.3290985749
333	0.3289138224
334	0.3286752769
335	0.3285074343
336	0.3281041357
337	0.3278492739
338	0.3274645518
339	0.3270020035
340	0.3267422867
341	0.3263779155
342	0.3259038535
343	0.3256752107
344	0.3254887978
345	0.3251603817
346	0.3247371563
347	0.3243049547
348	0.3239426806
349	0.3236677019
350	0.3233991555
351	0.3229826969
352	0.3226985865
353	0.3223709468
354	0.3219972174
355	0.3216475648
356	0.3214501875
357	0.3210424158
358	0.3205763806
359	0.3202531174
360	0.3200545245
361	0.3198083768
362	0.3194723153
363	0.3191968225
364	0.3190721531
365	0.3187744093
366	0.3184076828
367	0.3180673498
368	0.3178000128
369	0.3176285226
370	0.3173372977
371	0.3171187327
372	0.316851891
373	0.3165422939
374	0.3163181026
375	0.3159072478
376	0.3157324275
377	0.3154707124
378	0.3150465074
379	0.3147435059
380	0.3144720733
381	0.3143108687
382	0.3141461299
383	0.3138016744
384	0.3136037192
385	0.3133507493
386	0.3129583676
387	0.3127631022
388	0.3123997598
389	0.3121437279
390	0.3118808698
391	0.3116825512
392	0.3114743378
393	0.3113694063
394	0.3110499068
395	0.310794904
396	0.310452417
397	0.3102132012
398	0.3099888973
399	0.3097301143
400	0.3093949378
401	0.3089346681
402	0.3086504285
403	0.3085128028
404	0.3082986608
405	0.3080192249
406	0.3078175766
407	0.3075733941
408	0.3072533417
409	0.3069510116
410	0.3067780663
411	0.3063853617
412	0.3060045
413	0.3057045454
414	0.3054975662
415	0.3052778846
416	0.3051203327
417	0.3049278953
418	0.3048023247
419	0.3045633853
420	0.3043412093
421	0.3040886781
422	0.3038794395
423	0.30365289
424	0.3033827915
425	0.3032393251
426	0.302976348
427	0.3026403145
428	0.3024161592
429	0.3023256016
430	0.302182368
431	0.3020492477
432	0.3018774433
433	0.3017760792
434	0.3015217027
435	0.3012248224
436	0.3010988016
437	0.3009054021
438	0.3006046456
439	0.3004173191
440	0.3002746667
441	0.300118596
442	0.2999683952
443	0.2997737168
444	0.2996772898
445	0.2995962958
446	0.2994410117
447	0.2992412369
448	0.2990692627
449	0.2988985684
450	0.2986412624
451	0.2983448831
452	0.2980918118
453	0.2979001435
454	0.2975797938
455	0.2973206054
456	0.2970944829
457	0.2968392539
458	0.2966360909
459	0.29647201
460	0.2963342844
461	0.2961522849
462	0.2958790091
463	0.2957672079
464	0.2956002645
465	0.2954414496
466	0.2951044486
467	0.295013429
468	0.294581392
469	0.294175459
470	0.2940369258
471	0.2938833819
472	0.293670238
473	0.2934067383
474	0.2931753794
475	0.2930399794
476	0.2929003977
477	0.2924720335
478	0.2922628379
479	0.2921453655
480	0.2920717348
481	0.2918020628
482	0.2916249847
483	0.2914575763
484	0.2911732576
485	0.2910542899
486	0.2907760789
487	0.2905997244
488	0.2904703445
489	0.2903359128
490	0.2901487304
491	0.2900042562
492	0.2897687492
493	0.2895135682
494	0.289316756
495	0.2891862348
496	0.2889191435
497	0.2887751725
498	0.2885562892
499	0.2884399222
500	0.2883048455
501	0.288147604
502	0.2880442954
503	0.2876751121
504	0.2876014492
505	0.2874231266
506	0.2873615319
507	0.2871420395
508	0.2870396878
509	0.2868798499
510	0.2867162164
511	0.2865240721
512	0.286296463
513	0.2861837502
514	0.2860063239
515	0.2858415177
516	0.2856611187
517	0.2854748944
518	0.2852489977
519	0.2851913983
520	0.2850894124
521	0.2848926957
522	0.2847400053
523	0.2845586933
524	0.2843055108
525	0.2840022423
526	0.2838884842
527	0.2836020258
528	0.2833106425
529	0.2831420896
530	0.2830714561
531	0.2828493059
532	0.2826513228
533	0.2824760203
534	0.2823103266
535	0.2822180578
536	0.2820771185
537	0.2818379426
538	0.2816784003
539	0.2814784953
540	0.2811571425
541	0.2810784102
542	0.2808352394
543	0.2806631286
544	0.280354614
545	0.2802278161
546	0.2800046876
547	0.2797962209
548	0.2796296661
549	0.279417624
550	0.2791221108
551	0.2789608059
552	0.2788577337
553	0.2786965926
554	0.2785148891
555	0.2783943097
556	0.2781035249
557	0.2779052904
558	0.2777879373
559	0.2776894402
560	0.2775583457
561	0.2774233902
562	0.2771094907
563	0.276975786
564	0.276844146
565	0.2767084252
566	0.2765165398
567	0.2763266484
568	0.2762647166
569	0.2759137791
570	0.2757505192
571	0.2756785773
572	0.2753548679
573	0.2751407579
574	0.2750515027
575	0.274811505
576	0.2747120907
577	0.2745796001
578	0.2745231759
579	0.2744336127
580	0.2742607572
581	0.2741580077
582	0.274080598
583	0.2738876138
584	0.273667219
585	0.2735365611
586	0.273389948
587	0.2732893065
588	0.2730933478
589	0.272925826
590	0.272883696
591	0.2727982811
592	0.2727346283
593	0.2726032547
594	0.2724503156
595	0.2722704934
596	0.2721741241
597	0.2719149017
598	0.2717344306
599	0.2715881394
600	0.2714805691
601	0.2713105472
602	0.271160108
603	0.2707895824
604	0.2706539402
605	0.2704529089
606	0.270362047
607	0.2701871199
608	0.2700903426
609	0.2699601999
610	0.2697785303
611	0.2695516779
612	0.2693732008
613	0.2691465679
614	0.2689239322
615	0.2687760153
616	0.2682544657
617	0.2679908078
618	0.2675240127
619	0.2671759348
620	0.2669155493
621	0.2668234854
622	0.2667660947
623	0.2665782223
624	0.266427123
625	0.2662029522
626	0.2660264266
627	0.2659151213
628	0.2657513089
629	0.2654827749
630	0.2652409272
631	0.2651637717
632	0.2650198616
633	0.2648407267
634	0.2647445864
635	0.2646214063
636	0.2644443769
637	0.2642701005
638	0.2640675923
639	0.2639059422
640	0.2635948971
641	0.2633306357
642	0.2632094089
643	0.2631267169
644	0.2631002934
645	0.2629844555
646	0.2627999351
647	0.262538175
648	0.2623636755
649	0.2622520431
650	0.2621693285
651	0.2619131953
652	0.2615358308
653	0.2613700525
654	0.2612122269
655	0.2610781152
656	0.2608295093
657	0.2606496216
658	0.2603750139
659	0.260032696
660	0.2598319998
661	0.2596249011
662	0.2594499931
663	0.2592666248
664	0.2590542255
665	0.2588086277
666	0.2586093723
667	0.2585448374
668	0.2583825948
669	0.258200934
670	0.2581175012
671	0.2579424595
672	0.2578178233
673	0.2577394045
674	0.2573904984
675	0.2572432334
676	0.2569526986
677	0.2568503814
678	0.2566965463
679	0.2564889504
680	0.2564299985
681	0.2563680549
682	0.2561255434
683	0.2559097007
684	0.2556456941
685	0.2553425064
686	0.2551816758
687	0.254996906
688	0.2548667144
689	0.2545872868
690	0.2543903404
691	0.2542422794
692	0.2541087339
693	0.2538671197
694	0.2537064381
695	0.2536587812
696	0.2535185564
697	0.2532704674
698	0.253011674
699	0.2529864475
700	0.2529133366
701	0.2526856419
702	0.252599808
703	0.2523914635
704	0.2521579374
705	0.2519842284
706	0.2517439183
707	0.2516124852
708	0.2515763429
709	0.2514224551
710	0.2512203978
711	0.2510182698
712	0.2508539819
713	0.2506848431
714	0.2506068882
715	0.2504273561
716	0.2501467832
717	0.2498987031
718	0.2498055697
719	0.2496002915
720	0.2494101932
721	0.2493393275
722	0.2491492825
723	0.2489737916
724	0.2488069359
725	0.2485488516
726	0.2485305886
727	0.248399724
728	0.2483119563
729	0.2481174294
730	0.2478612424
731	0.2477773927
732	0.2475032545
733	0.2472845434
734	0.2470684726
735	0.2469622396
736	0.2466872927
737	0.2465215515
738	0.2464889233
739	0.2461642789
740	0.2458838066
741	0.2458183636
742	0.2456676378
743	0.2455612743
744	0.2453941498
745	0.2452121055
746	0.2451007694
747	0.2449487906
748	0.2447088671
749	0.2444594873
750	0.2444077902
751	0.2441786328
752	0.2440624271
753	0.2439107534
754	0.2437734002
755	0.2437346324
756	0.2435794742
757	0.243412241
758	0.2432513566
759	0.2429957238
760	0.2428552209
761	0.2426822995
762	0.2425677556
763	0.2424523836
764	0.2423180388
765	0.2422365344
766	0.2421197548
767	0.2420441708
768	0.2417227044
769	0.2414042048
770	0.2411902955
771	0.2410703706
772	0.2408543362
773	0.2406093098
774	0.2402738573
775	0.2399613928
776	0.2398276235
777	0.2397313747
778	0.239397703
779	0.2390006802
780	0.2387809792
781	0.2386832248
782	0.2385086412
783	0.2383317608
784	0.2382699631
785	0.2381629095
786	0.2380172204
787	0.237887525
788	0.2377102422
789	0.2376334843
790	0.2374656327
791	0.237163605
792	0.2370543216
793	0.2369996575
794	0.2368939441
795	0.2367822661
796	0.2364157501
797	0.2363275325
798	0.2362075648
799	0.2360246009
800	0.2359075775
801	0.2356901696
802	0.2355805021
803	0.2352846478
804	0.2350387686
805	0.234843373
806	0.2345933717
807	0.2345371324
808	0.2344113761
809	0.2342889063
810	0.2339985034
811	0.2336336004
812	0.2335382646
813	0.2334731846
814	0.2332319275
815	0.2330449712
816	0.2329605509
817	0.2327916691
818	0.2327189177
819	0.2326717987
820	0.2325887226
821	0.2324534733
822	0.2322543071
823	0.232107386
824	0.2320236477
825	0.2317616368
826	0.2315737769
827	0.2314753759
828	0.2311851386
829	0.2309227078
830	0.2308600349
831	0.2308032693
832	0.2307102839
833	0.2305992274
834	0.2303477454
835	0.2302272878
836	0.2301375807
837	0.229859392
838	0.2295879334
839	0.2294728711
840	0.2291657936
841	0.2289286587
842	0.2287907392
843	0.2286424881
844	0.2283788011
845	0.2282275363
846	0.2281788922
847	0.2279482155
848	0.2278645768
849	0.2276449249
850	0.2275480162
851	0.2272673219
852	0.2271893204
853	0.2270184753
854	0.2267627934
855	0.2267046367
856	0.2263959231
857	0.2262351348
858	0.226074089
859	0.2258602858
860	0.2256972283
861	0.2255548906
862	0.2253776972
863	0.2251307625
864	0.2250413867
865	0.2249847936
866	0.2249405806
867	0.2246256162
868	0.2244672475
869	0.2243370596
870	0.2241929625
871	0.2241709493
872	0.2241399921
873	0.2238790937
874	0.2237631388
875	0.2235082068
876	0.2233489082
877	0.2231744263
878	0.2230257238
879	0.2228896759
880	0.2227066917
881	0.2225242137
882	0.2223686039
883	0.2221839352
884	0.2220559941
885	0.2218621819
886	0.2217785026
887	0.2216360084
888	0.2214862098
889	0.2213814344
890	0.2212341746
891	0.2211418967
892	0.2210551544
893	0.2210363318
894	0.22087057
895	0.2207746564
896	0.2206836875
897	0.2205405065
898	0.220382409
899	0.2202521757
900	0.2200403439
901	0.2200095972
902	0.2199727017
903	0.2197784064
904	0.2197501876
905	0.2195867825
906	0.2195228749
907	0.2192660023
908	0.2191229916
909	0.2188992974
910	0.2187182207
911	0.2185819524
912	0.2184292623
913	0.2182202109
914	0.2180135278
915	0.2179126482
916	0.2178663974
917	0.2177334374
918	0.2177128704
919	0.2174882572
920	0.2173688502
921	0.2171790749
922	0.2169906365
923	0.2168262947
924	0.2166938861
925	0.2166536791
926	0.2165131982
927	0.2162997351
928	0.2162786938
929	0.2162576875
930	0.2161543462
931	0.2160037652
932	0.2158891725
933	0.215791462
934	0.2155748649
935	0.2152485871
936	0.2151649139
937	0.2150209009
938	0.2147623493
939	0.2146492804
940	0.2146343606
941	0.2145847605
942	0.2143917551
943	0.214209172
944	0.2139699391
945	0.2136992376
946	0.2135517551
947	0.2135326046
948	0.2134775899
949	0.2133671615
950	0.2132165461
951	0.212973894
952	0.2127910973
953	0.2125786748
954	0.2124834698
955	0.2122814137
956	0.212124254
957	0.2120201909
958	0.2119716538
959	0.2119544203
960	0.2117354692
961	0.2116312962
962	0.2115511376
963	0.2114882884
964	0.2111284589
965	0.2109374797
966	0.2108837893
967	0.2106489384
968	0.2104276822
969	0.2102583376
970	0.2100669661
971	0.2100555136
972	0.2099041486
973	0.2096297125
974	0.2095201338
975	0.209399859
976	0.2092556284
977	0.2091757998
978	0.2090297288
979	0.2088876641
980	0.2086728738
981	0.2084691177
982	0.208358292
983	0.208218091
984	0.2081459509
985	0.2079839586
986	0.2078537429
987	0.207844844
988	0.2077721882
989	0.2076725528
990	0.2075490651
991	0.207456919
992	0.2071588174
993	0.2070350716
994	0.2069780005
995	0.2069575157
996	0.2067894458
997	0.2065471151
998	0.2064443157
999	0.2062918344
